event_time,event_type,product_id,category_id,user_id,user_session,session_value
2025-06-10 10:40:49+00:00,ADD_CART,PROD_024488,CAT_00149,USER_012164,SESSION_079557,131.11
2025-06-10 22:11:28+00:00,ADD_CART,PROD_005003,CAT_00137,USER_062368,SESSION_027155,32.66
2025-06-01 07:36:35+00:00,ADD_CART,PROD_010216,CAT_00011,USER_054220,SESSION_168608,53.74
2025-06-17 16:50:53+00:00,ADD_CART,PROD_011977,CAT_00030,USER_086624,SESSION_146595,72.32
2025-06-06 13:51:17+00:00,ADD_CART,PROD_006593,CAT_00019,USER_070504,SESSION_182867,112.23
2025-06-13 17:34:28+00:00,ADD_CART,PROD_013165,CAT_00030,USER_007213,SESSION_161312,75.27
2025-06-16 18:12:58+00:00,ADD_CART,PROD_024949,CAT_00032,USER_004031,SESSION_101880,24.43
2025-06-07 08:32:23+00:00,ADD_CART,PROD_002582,CAT_00030,USER_015920,SESSION_075936,33.76
2025-06-02 04:06:42+00:00,ADD_CART,PROD_001416,CAT_00441,USER_057730,SESSION_127919,48.27
2025-06-18 12:21:14+00:00,ADD_CART,PROD_009865,CAT_00004,USER_096473,SESSION_145519,48.77
2025-06-08 09:46:26+00:00,ADD_CART,PROD_010452,CAT_00209,USER_047769,SESSION_189756,29.78
2025-06-01 14:55:51+00:00,ADD_CART,PROD_003905,CAT_00281,USER_053222,SESSION_128323,48.38
2025-06-04 05:46:09+00:00,ADD_CART,PROD_015655,CAT_00033,USER_037135,SESSION_004558,26.83
2025-06-17 05:48:51+00:00,ADD_CART,PROD_004725,CAT_00096,USER_060685,SESSION_063670,41.26
2025-06-14 15:04:26+00:00,ADD_CART,PROD_002624,CAT_00030,USER_000382,SESSION_162648,100.61
2025-06-06 20:14:41+00:00,ADD_CART,PROD_011969,CAT_00004,USER_073617,SESSION_144026,23.88
2025-06-17 10:59:10+00:00,ADD_CART,PROD_001904,CAT_00025,USER_010961,SESSION_186120,54.79
2025-06-07 00:32:43+00:00,ADD_CART,PROD_022998,CAT_00331,USER_074865,SESSION_093476,38.38
2025-06-05 08:59:21+00:00,ADD_CART,PROD_008494,CAT_00096,USER_032334,SESSION_073358,30.23
2025-06-06 16:09:22+00:00,ADD_CART,PROD_006010,CAT_00002,USER_051453,SESSION_093958,33.25
2025-06-03 10:39:28+00:00,ADD_CART,PROD_001272,CAT_00112,USER_033110,SESSION_009285,276.54
2025-06-14 18:43:19+00:00,ADD_CART,PROD_012236,CAT_00030,USER_044714,SESSION_070926,199.25
2025-06-02 19:28:39+00:00,ADD_CART,PROD_030260,CAT_00108,USER_062648,SESSION_093921,55.8
2025-06-08 17:51:48+00:00,ADD_CART,PROD_002587,CAT_00030,USER_066487,SESSION_089786,44.57
2025-06-03 06:37:17+00:00,ADD_CART,PROD_008768,CAT_00403,USER_049343,SESSION_052071,55.46
2025-06-21 18:58:19+00:00,ADD_CART,PROD_015655,CAT_00033,USER_039985,SESSION_180958,83.19
2025-06-10 14:11:10+00:00,ADD_CART,PROD_009562,CAT_00250,USER_048801,SESSION_024749,30.49
2025-06-05 11:19:30+00:00,ADD_CART,PROD_002849,CAT_00113,USER_067104,SESSION_152680,68.9
2025-06-15 16:05:54+00:00,ADD_CART,PROD_026478,CAT_00443,USER_023460,SESSION_026295,62.82
2025-06-12 07:13:58+00:00,ADD_CART,PROD_011127,CAT_00171,USER_086752,SESSION_054969,29.05
2025-06-06 18:25:40+00:00,ADD_CART,PROD_031548,CAT_00090,USER_005095,SESSION_172131,6.14
2025-06-19 23:55:17+00:00,ADD_CART,PROD_002470,CAT_00076,USER_049523,SESSION_064024,40.39
2025-06-02 05:09:14+00:00,ADD_CART,PROD_004510,CAT_00110,USER_058030,SESSION_038666,16.95
2025-06-21 11:26:41+00:00,ADD_CART,PROD_002898,CAT_00022,USER_025883,SESSION_042411,33.83
2025-06-12 15:16:17+00:00,ADD_CART,PROD_015884,CAT_00046,USER_087386,SESSION_113859,48.83
2025-06-02 17:10:46+00:00,ADD_CART,PROD_009221,CAT_00341,USER_061890,SESSION_115898,47.06
2025-06-08 09:16:21+00:00,ADD_CART,PROD_008712,CAT_00268,USER_079927,SESSION_060067,28.51
2025-06-06 11:20:16+00:00,ADD_CART,PROD_027986,CAT_00382,USER_070049,SESSION_034548,43.55
2025-06-15 06:28:50+00:00,ADD_CART,PROD_026928,CAT_00307,USER_009357,SESSION_042080,43.72
2025-06-19 20:02:20+00:00,ADD_CART,PROD_003395,CAT_00144,USER_088139,SESSION_015165,51.55
2025-06-19 12:30:35+00:00,ADD_CART,PROD_006395,CAT_00022,USER_032244,SESSION_068903,104.94
2025-06-21 13:36:43+00:00,ADD_CART,PROD_014405,CAT_00308,USER_092116,SESSION_178417,38.99
2025-06-02 08:15:08+00:00,ADD_CART,PROD_001128,CAT_00199,USER_013271,SESSION_142658,173.67
2025-06-06 18:20:29+00:00,ADD_CART,PROD_026700,CAT_00206,USER_072489,SESSION_140454,16.36
2025-06-12 07:52:56+00:00,ADD_CART,PROD_011332,CAT_00115,USER_024048,SESSION_074480,21.24
2025-06-06 15:57:17+00:00,ADD_CART,PROD_001262,CAT_00246,USER_017017,SESSION_127781,55.93
2025-06-18 07:36:44+00:00,ADD_CART,PROD_004278,CAT_00280,USER_010486,SESSION_109485,157.49
2025-06-10 11:57:24+00:00,ADD_CART,PROD_023563,CAT_00313,USER_083025,SESSION_144288,57.75
2025-06-11 09:03:46+00:00,ADD_CART,PROD_002232,CAT_00025,USER_085190,SESSION_095582,51.05
2025-06-10 13:42:24+00:00,ADD_CART,PROD_004038,CAT_00022,USER_036522,SESSION_101406,67.66
2025-06-03 06:54:10+00:00,ADD_CART,PROD_021063,CAT_00046,USER_012203,SESSION_189669,95.87
2025-06-02 19:33:37+00:00,ADD_CART,PROD_013684,CAT_00271,USER_017351,SESSION_140846,104.63
2025-06-16 14:19:14+00:00,ADD_CART,PROD_028686,CAT_00090,USER_093510,SESSION_081613,115.51
2025-06-02 08:18:28+00:00,ADD_CART,PROD_006565,CAT_00011,USER_048726,SESSION_069565,114.87
2025-06-02 21:38:38+00:00,ADD_CART,PROD_001802,CAT_00090,USER_063294,SESSION_151975,56.41
2025-06-01 18:41:19+00:00,ADD_CART,PROD_007153,CAT_00001,USER_055612,SESSION_148721,48.22
2025-06-07 19:44:04+00:00,ADD_CART,PROD_011010,CAT_00313,USER_036606,SESSION_059062,15.92
2025-06-06 20:36:45+00:00,ADD_CART,PROD_012966,CAT_00342,USER_000994,SESSION_003762,40.65
2025-06-02 22:25:55+00:00,ADD_CART,PROD_031313,CAT_00090,USER_063509,SESSION_086577,37.34
2025-06-05 14:43:03+00:00,ADD_CART,PROD_014025,CAT_00281,USER_067467,SESSION_178403,48.75
2025-06-14 18:28:08+00:00,ADD_CART,PROD_026119,CAT_00275,USER_001193,SESSION_106395,8.43
2025-06-20 07:21:05+00:00,ADD_CART,PROD_014031,CAT_00145,USER_000186,SESSION_130292,6.4
2025-06-18 18:21:53+00:00,ADD_CART,PROD_001527,CAT_00013,USER_052179,SESSION_027551,9.13
2025-06-04 03:55:53+00:00,ADD_CART,PROD_003283,CAT_00048,USER_032156,SESSION_004970,37.72
2025-06-12 17:40:12+00:00,ADD_CART,PROD_024488,CAT_00149,USER_087278,SESSION_136795,38.02
2025-06-14 15:16:44+00:00,ADD_CART,PROD_020501,CAT_00029,USER_037244,SESSION_142783,44.25
2025-06-15 23:43:55+00:00,ADD_CART,PROD_010426,CAT_00314,USER_008425,SESSION_155193,45.49
2025-06-04 11:23:40+00:00,ADD_CART,PROD_001414,CAT_00024,USER_065895,SESSION_067886,55.1
2025-06-14 12:53:02+00:00,ADD_CART,PROD_005358,CAT_00086,USER_008614,SESSION_022374,51.33
2025-06-11 04:49:57+00:00,ADD_CART,PROD_030459,CAT_00010,USER_002747,SESSION_161764,34.31
2025-06-02 09:14:48+00:00,ADD_CART,PROD_020480,CAT_00221,USER_059382,SESSION_179979,27.83
2025-06-07 07:29:25+00:00,ADD_CART,PROD_025300,CAT_00298,USER_076725,SESSION_071002,41.52
2025-06-16 20:22:38+00:00,ADD_CART,PROD_014242,CAT_00090,USER_001935,SESSION_157079,45.55
2025-06-19 12:53:32+00:00,ADD_CART,PROD_006648,CAT_00019,USER_046401,SESSION_163280,36.41
2025-06-04 15:07:34+00:00,ADD_CART,PROD_032617,CAT_00096,USER_049509,SESSION_110085,198.01
2025-06-13 09:07:31+00:00,ADD_CART,PROD_000314,CAT_00029,USER_034875,SESSION_171715,36.38
2025-06-03 04:40:28+00:00,ADD_CART,PROD_003221,CAT_00092,USER_053590,SESSION_102666,42.5
2025-06-19 04:43:58+00:00,ADD_CART,PROD_019752,CAT_00149,USER_012714,SESSION_181863,39.3
2025-06-16 18:00:17+00:00,ADD_CART,PROD_006099,CAT_00006,USER_037852,SESSION_124392,25.27
2025-06-19 04:01:32+00:00,ADD_CART,PROD_003287,CAT_00048,USER_025947,SESSION_185336,73.66
2025-06-16 10:51:27+00:00,ADD_CART,PROD_022635,CAT_00090,USER_008268,SESSION_066528,297.57
2025-06-01 21:05:37+00:00,ADD_CART,PROD_027770,CAT_00209,USER_056203,SESSION_105849,50.01
2025-06-18 05:41:51+00:00,ADD_CART,PROD_016530,CAT_00111,USER_052385,SESSION_160928,36.18
2025-06-02 13:55:19+00:00,ADD_CART,PROD_029727,CAT_00027,USER_060875,SESSION_136373,48.49
2025-06-10 14:00:22+00:00,ADD_CART,PROD_024488,CAT_00149,USER_011330,SESSION_115641,431.13
2025-06-05 08:17:27+00:00,ADD_CART,PROD_028203,CAT_00333,USER_043423,SESSION_027954,35.5
2025-06-02 21:11:55+00:00,ADD_CART,PROD_008265,CAT_00018,USER_063182,SESSION_134477,54.82
2025-06-09 20:56:36+00:00,ADD_CART,PROD_005519,CAT_00144,USER_032856,SESSION_068996,35.13
2025-06-10 17:12:51+00:00,ADD_CART,PROD_001698,CAT_00025,USER_003272,SESSION_015187,89.85
2025-06-18 16:50:56+00:00,ADD_CART,PROD_006481,CAT_00285,USER_005097,SESSION_128371,13.52
2025-06-14 20:32:44+00:00,ADD_CART,PROD_026293,CAT_00280,USER_046122,SESSION_157790,22.77
2025-06-17 08:32:46+00:00,ADD_CART,PROD_015582,CAT_00011,USER_044557,SESSION_079357,102.71
2025-06-21 15:55:52+00:00,ADD_CART,PROD_017814,CAT_00063,USER_026688,SESSION_184217,112.6
2025-06-02 08:54:42+00:00,ADD_CART,PROD_012966,CAT_00342,USER_059261,SESSION_177882,28.49
2025-06-02 13:37:09+00:00,ADD_CART,PROD_015223,CAT_00027,USER_010992,SESSION_111429,33.24
2025-06-10 12:44:36+00:00,ADD_CART,PROD_005510,CAT_00144,USER_021823,SESSION_158189,25.56
2025-06-11 21:54:09+00:00,ADD_CART,PROD_009000,CAT_00247,USER_078309,SESSION_024570,60.46
2025-06-20 10:16:35+00:00,ADD_CART,PROD_002779,CAT_00022,USER_031934,SESSION_021686,250.91
2025-06-09 11:39:40+00:00,ADD_CART,PROD_005768,CAT_00129,USER_082283,SESSION_013169,51.29
2025-06-18 02:48:58+00:00,ADD_CART,PROD_007126,CAT_00218,USER_088888,SESSION_038502,96.0
2025-06-17 15:55:14+00:00,ADD_CART,PROD_007518,CAT_00008,USER_095251,SESSION_141820,28.29
2025-06-06 09:23:31+00:00,ADD_CART,PROD_010116,CAT_00308,USER_019369,SESSION_181513,52.72
2025-06-20 08:24:14+00:00,ADD_CART,PROD_010985,CAT_00246,USER_098665,SESSION_126321,215.62
2025-06-21 09:43:20+00:00,ADD_CART,PROD_006599,CAT_00019,USER_009553,SESSION_082705,26.05
2025-06-11 20:44:31+00:00,ADD_CART,PROD_014035,CAT_00267,USER_086416,SESSION_011383,22.35
2025-06-03 11:47:48+00:00,ADD_CART,PROD_016312,CAT_00090,USER_064316,SESSION_116257,129.94
2025-06-15 03:06:45+00:00,ADD_CART,PROD_005565,CAT_00144,USER_012021,SESSION_134541,33.58
2025-06-14 06:22:08+00:00,ADD_CART,PROD_012508,CAT_00338,USER_089608,SESSION_116706,147.68
2025-06-09 16:17:33+00:00,ADD_CART,PROD_007923,CAT_00243,USER_007945,SESSION_151862,20.78
2025-06-08 08:12:05+00:00,ADD_CART,PROD_013130,CAT_00144,USER_079416,SESSION_050844,207.52
2025-06-11 08:49:51+00:00,ADD_CART,PROD_004457,CAT_00145,USER_006480,SESSION_006839,155.38
2025-06-07 10:18:17+00:00,ADD_CART,PROD_003701,CAT_00135,USER_075468,SESSION_064100,128.14
2025-06-02 05:44:41+00:00,ADD_CART,PROD_028579,CAT_00027,USER_053414,SESSION_123874,55.48
2025-06-08 07:17:02+00:00,ADD_CART,PROD_015548,CAT_00010,USER_030420,SESSION_059409,47.52
2025-06-07 08:08:23+00:00,ADD_CART,PROD_006522,CAT_00210,USER_076924,SESSION_047360,32.39
2025-06-10 07:40:43+00:00,ADD_CART,PROD_015480,CAT_00330,USER_009916,SESSION_000718,75.34
2025-06-16 14:20:25+00:00,ADD_CART,PROD_008444,CAT_00163,USER_093480,SESSION_113049,73.67
2025-06-12 20:11:38+00:00,ADD_CART,PROD_002604,CAT_00030,USER_087818,SESSION_175059,49.19
2025-06-15 20:54:22+00:00,ADD_CART,PROD_010935,CAT_00313,USER_023585,SESSION_146792,63.74
2025-06-08 03:19:24+00:00,ADD_CART,PROD_015487,CAT_00010,USER_079109,SESSION_113485,18.22
2025-06-19 07:20:33+00:00,ADD_CART,PROD_020703,CAT_00027,USER_078069,SESSION_060560,35.16
2025-06-21 17:40:47+00:00,ADD_CART,PROD_002457,CAT_00287,USER_053063,SESSION_108919,149.77
2025-06-08 21:34:26+00:00,ADD_CART,PROD_003400,CAT_00221,USER_076597,SESSION_166578,53.73
2025-06-15 16:03:46+00:00,ADD_CART,PROD_028066,CAT_00406,USER_030213,SESSION_171013,126.92
2025-06-04 14:45:53+00:00,ADD_CART,PROD_022530,CAT_00296,USER_000293,SESSION_173625,147.71
2025-06-06 20:49:47+00:00,ADD_CART,PROD_031916,CAT_00046,USER_073857,SESSION_062655,11.46
2025-06-12 23:02:29+00:00,ADD_CART,PROD_020749,CAT_00280,USER_023600,SESSION_130253,26.41
2025-06-19 07:35:18+00:00,ADD_CART,PROD_010209,CAT_00011,USER_003515,SESSION_125395,142.67
2025-06-12 12:24:08+00:00,ADD_CART,PROD_018396,CAT_00142,USER_048383,SESSION_167799,586.99
2025-06-08 08:19:37+00:00,ADD_CART,PROD_022905,CAT_00113,USER_079707,SESSION_152087,41.05
2025-06-06 15:14:26+00:00,ADD_CART,PROD_017386,CAT_00004,USER_071185,SESSION_009291,38.75
2025-06-06 12:36:58+00:00,ADD_CART,PROD_006570,CAT_00011,USER_046821,SESSION_188471,241.93
2025-06-21 11:37:58+00:00,ADD_CART,PROD_001919,CAT_00145,USER_078955,SESSION_034907,131.87
2025-06-19 10:03:43+00:00,ADD_CART,PROD_007887,CAT_00110,USER_025105,SESSION_107861,70.29
2025-06-10 14:43:30+00:00,ADD_CART,PROD_012240,CAT_00030,USER_016563,SESSION_135350,27.01
2025-06-13 19:20:10+00:00,ADD_CART,PROD_002779,CAT_00022,USER_014892,SESSION_025042,112.92
2025-06-16 10:47:31+00:00,ADD_CART,PROD_000369,CAT_00044,USER_061780,SESSION_172382,34.56
2025-06-02 02:15:01+00:00,ADD_CART,PROD_022428,CAT_00382,USER_057202,SESSION_130510,30.66
2025-06-10 18:25:48+00:00,ADD_CART,PROD_009798,CAT_00018,USER_084615,SESSION_140326,8.65
2025-06-02 00:04:29+00:00,ADD_CART,PROD_014316,CAT_00025,USER_024377,SESSION_131101,40.21
2025-06-13 16:35:03+00:00,ADD_CART,PROD_010373,CAT_00027,USER_011189,SESSION_024118,100.72
2025-06-17 10:46:03+00:00,ADD_CART,PROD_023662,CAT_00293,USER_006202,SESSION_189425,150.15
2025-06-11 17:31:36+00:00,ADD_CART,PROD_003571,CAT_00022,USER_082696,SESSION_175055,63.37
2025-06-05 23:08:12+00:00,ADD_CART,PROD_025081,CAT_00336,USER_068267,SESSION_160609,47.62
2025-06-05 00:52:17+00:00,ADD_CART,PROD_005508,CAT_00144,USER_043500,SESSION_055243,46.74
2025-06-13 12:17:10+00:00,ADD_CART,PROD_002379,CAT_00010,USER_083436,SESSION_038077,83.86
2025-06-17 11:54:13+00:00,ADD_CART,PROD_032696,CAT_00024,USER_067909,SESSION_179307,65.62
2025-06-01 14:26:56+00:00,ADD_CART,PROD_024504,CAT_00226,USER_054925,SESSION_127279,56.43
2025-06-10 12:53:56+00:00,ADD_CART,PROD_029764,CAT_00090,USER_073905,SESSION_076907,135.55
2025-06-18 20:31:59+00:00,ADD_CART,PROD_010886,CAT_00313,USER_094128,SESSION_074172,39.13
2025-06-17 13:50:48+00:00,ADD_CART,PROD_008391,CAT_00013,USER_004363,SESSION_018289,174.87
2025-06-08 13:31:55+00:00,ADD_CART,PROD_032945,CAT_00025,USER_011698,SESSION_002592,140.2
2025-06-18 14:09:39+00:00,ADD_CART,PROD_016302,CAT_00247,USER_096615,SESSION_104228,60.69
2025-06-21 17:42:45+00:00,ADD_CART,PROD_001495,CAT_00025,USER_027224,SESSION_166521,31.16
2025-06-10 09:32:17+00:00,ADD_CART,PROD_024640,CAT_00047,USER_083729,SESSION_074106,38.9
2025-06-19 22:57:10+00:00,ADD_CART,PROD_018930,CAT_00342,USER_098391,SESSION_020634,50.87
2025-06-02 12:12:48+00:00,ADD_CART,PROD_031427,CAT_00114,USER_060416,SESSION_078668,52.24
2025-06-01 20:23:39+00:00,ADD_CART,PROD_026376,CAT_00090,USER_028741,SESSION_001994,44.6
2025-06-17 13:00:39+00:00,ADD_CART,PROD_010278,CAT_00011,USER_094887,SESSION_181228,52.38
2025-06-15 10:38:55+00:00,ADD_CART,PROD_002310,CAT_00092,USER_019917,SESSION_128637,78.13
2025-06-02 18:10:41+00:00,ADD_CART,PROD_014635,CAT_00023,USER_062230,SESSION_039029,35.29
2025-06-16 03:21:30+00:00,ADD_CART,PROD_011906,CAT_00040,USER_041696,SESSION_167111,45.81
2025-06-16 04:20:37+00:00,ADD_CART,PROD_010500,CAT_00330,USER_006839,SESSION_166321,22.93
2025-06-14 00:34:34+00:00,ADD_CART,PROD_018733,CAT_00027,USER_089427,SESSION_145161,34.89
2025-06-03 08:49:00+00:00,ADD_CART,PROD_000263,CAT_00164,USER_009636,SESSION_140765,36.42
2025-06-11 16:04:29+00:00,ADD_CART,PROD_022180,CAT_00445,USER_085778,SESSION_072540,54.77
2025-06-02 14:38:44+00:00,ADD_CART,PROD_029922,CAT_00086,USER_061124,SESSION_026863,30.41
2025-06-15 08:04:41+00:00,ADD_CART,PROD_001979,CAT_00030,USER_015403,SESSION_035106,113.23
2025-06-12 08:21:52+00:00,ADD_CART,PROD_000295,CAT_00151,USER_019624,SESSION_181074,35.06
2025-06-07 21:56:43+00:00,ADD_CART,PROD_000073,CAT_00082,USER_046157,SESSION_148532,116.43
2025-06-09 16:38:46+00:00,ADD_CART,PROD_008069,CAT_00046,USER_015406,SESSION_153564,61.56
2025-06-18 20:47:01+00:00,ADD_CART,PROD_017206,CAT_00004,USER_000777,SESSION_117316,223.61
2025-06-21 19:02:22+00:00,ADD_CART,PROD_013762,CAT_00348,USER_005722,SESSION_030122,56.51
2025-06-08 11:25:31+00:00,ADD_CART,PROD_027359,CAT_00006,USER_000574,SESSION_167773,69.54
2025-06-07 14:03:16+00:00,ADD_CART,PROD_022648,CAT_00326,USER_047553,SESSION_163779,147.22
2025-06-08 12:39:54+00:00,ADD_CART,PROD_020686,CAT_00027,USER_044071,SESSION_115945,72.61
2025-06-15 09:59:18+00:00,ADD_CART,PROD_015396,CAT_00057,USER_046415,SESSION_103406,89.41
2025-06-13 17:35:25+00:00,ADD_CART,PROD_022378,CAT_00030,USER_007213,SESSION_161312,75.27
2025-06-18 16:15:10+00:00,ADD_CART,PROD_019435,CAT_00149,USER_096449,SESSION_109851,249.51
2025-06-20 18:50:17+00:00,ADD_CART,PROD_009749,CAT_00280,USER_098650,SESSION_085870,28.63
2025-06-17 18:57:35+00:00,ADD_CART,PROD_023841,CAT_00029,USER_004031,SESSION_006192,17.15
2025-06-18 11:41:45+00:00,ADD_CART,PROD_005767,CAT_00149,USER_010925,SESSION_072069,45.27
2025-06-21 17:51:13+00:00,ADD_CART,PROD_016818,CAT_00046,USER_099586,SESSION_146021,166.57
2025-06-17 21:57:40+00:00,ADD_CART,PROD_001433,CAT_00195,USER_095696,SESSION_168511,31.51
2025-06-11 07:42:46+00:00,ADD_CART,PROD_025984,CAT_00225,USER_030364,SESSION_048468,33.72
2025-06-06 10:34:28+00:00,ADD_CART,PROD_008275,CAT_00010,USER_023105,SESSION_177680,62.66
2025-06-11 15:59:29+00:00,ADD_CART,PROD_007186,CAT_00008,USER_036965,SESSION_016878,46.95
2025-06-15 17:05:49+00:00,ADD_CART,PROD_016517,CAT_00156,USER_001680,SESSION_002020,77.91
2025-06-20 21:10:32+00:00,ADD_CART,PROD_002326,CAT_00243,USER_096709,SESSION_039475,64.86
2025-06-13 10:14:39+00:00,ADD_CART,PROD_014391,CAT_00308,USER_029906,SESSION_037950,36.12
2025-06-21 16:29:51+00:00,ADD_CART,PROD_013130,CAT_00144,USER_020515,SESSION_012944,41.52
2025-06-05 11:34:27+00:00,ADD_CART,PROD_017189,CAT_00011,USER_067236,SESSION_023319,17.26
2025-06-07 17:46:34+00:00,ADD_CART,PROD_015876,CAT_00046,USER_048045,SESSION_075163,55.52
2025-06-21 17:30:07+00:00,ADD_CART,PROD_005525,CAT_00144,USER_044319,SESSION_098728,50.67
2025-06-02 18:30:57+00:00,ADD_CART,PROD_029822,CAT_00090,USER_012642,SESSION_094685,26.98
2025-06-20 22:54:29+00:00,ADD_CART,PROD_033409,CAT_00019,USER_046149,SESSION_001986,59.93
2025-06-02 16:35:10+00:00,ADD_CART,PROD_029892,CAT_00144,USER_032711,SESSION_018845,50.69
2025-06-04 10:33:29+00:00,ADD_CART,PROD_020026,CAT_00345,USER_065777,SESSION_167945,41.0
2025-06-06 11:51:20+00:00,ADD_CART,PROD_025701,CAT_00027,USER_030737,SESSION_166464,31.78
2025-06-18 05:03:48+00:00,ADD_CART,PROD_016436,CAT_00090,USER_000841,SESSION_057086,208.98
2025-06-05 19:32:01+00:00,ADD_CART,PROD_010714,CAT_00008,USER_053150,SESSION_155634,114.12
2025-06-12 17:53:06+00:00,ADD_CART,PROD_016453,CAT_00029,USER_013383,SESSION_134385,262.85
2025-06-13 07:49:00+00:00,ADD_CART,PROD_009625,CAT_00013,USER_088136,SESSION_057099,32.46
2025-06-18 07:12:40+00:00,ADD_CART,PROD_001243,CAT_00247,USER_023090,SESSION_116824,96.47
2025-06-07 19:20:20+00:00,ADD_CART,PROD_023843,CAT_00029,USER_078681,SESSION_151896,364.5
2025-06-03 05:12:47+00:00,ADD_CART,PROD_011615,CAT_00057,USER_044117,SESSION_176564,63.75
2025-06-09 02:41:56+00:00,ADD_CART,PROD_029747,CAT_00047,USER_069746,SESSION_039944,14.63
2025-06-18 21:18:22+00:00,ADD_CART,PROD_027413,CAT_00415,USER_012558,SESSION_101187,561.13
2025-06-11 18:18:07+00:00,ADD_CART,PROD_002577,CAT_00030,USER_013708,SESSION_025634,38.39
2025-06-10 18:43:54+00:00,ADD_CART,PROD_027064,CAT_00415,USER_009449,SESSION_185119,210.31
2025-06-12 10:23:27+00:00,ADD_CART,PROD_009241,CAT_00164,USER_015213,SESSION_117656,72.48
2025-06-18 03:10:02+00:00,ADD_CART,PROD_011010,CAT_00313,USER_087800,SESSION_148609,68.7
2025-06-05 11:38:23+00:00,ADD_CART,PROD_009559,CAT_00089,USER_044780,SESSION_000921,31.42
2025-06-17 14:00:38+00:00,ADD_CART,PROD_007669,CAT_00113,USER_009210,SESSION_112631,52.54
2025-06-17 09:46:05+00:00,ADD_CART,PROD_000383,CAT_00094,USER_036866,SESSION_071309,92.28
2025-06-07 10:51:22+00:00,ADD_CART,PROD_012117,CAT_00030,USER_077808,SESSION_106295,164.1
2025-06-18 23:02:57+00:00,ADD_CART,PROD_029762,CAT_00090,USER_040313,SESSION_013508,39.97
2025-06-15 07:12:56+00:00,ADD_CART,PROD_028326,CAT_00090,USER_091205,SESSION_162750,120.1
2025-06-12 08:32:43+00:00,ADD_CART,PROD_007334,CAT_00025,USER_053185,SESSION_017825,146.07
2025-06-17 08:10:22+00:00,ADD_CART,PROD_020685,CAT_00027,USER_037570,SESSION_010226,39.15
2025-06-15 11:14:44+00:00,ADD_CART,PROD_031555,CAT_00010,USER_091638,SESSION_149742,110.32
2025-06-12 11:54:40+00:00,ADD_CART,PROD_016551,CAT_00277,USER_007982,SESSION_026934,133.14
2025-06-06 11:32:28+00:00,ADD_CART,PROD_019267,CAT_00382,USER_070104,SESSION_064867,27.72
2025-06-01 13:19:37+00:00,ADD_CART,PROD_029061,CAT_00412,USER_027295,SESSION_107719,49.48
2025-06-21 17:25:06+00:00,ADD_CART,PROD_001201,CAT_00068,USER_001457,SESSION_032125,26.53
2025-06-13 18:28:46+00:00,ADD_CART,PROD_021252,CAT_00393,USER_029147,SESSION_017824,139.42
2025-06-06 22:35:15+00:00,ADD_CART,PROD_006607,CAT_00030,USER_074331,SESSION_124184,26.92
