,event_time,event_type,product_id,category_id,user_id,user_session,session_value
185,2025-06-14 00:34:34+00:00,0,18733,27,89427,145161,3.580458705159516
186,2025-06-03 08:49:00+00:00,0,263,164,9636,140765,3.6222053208459437
187,2025-06-11 16:04:29+00:00,0,22180,445,85778,72540,4.021236090401462
188,2025-06-02 14:38:44+00:00,0,29922,86,61124,26863,3.447126313550555
189,2025-06-15 08:04:41+00:00,0,1979,30,15403,35106,4.738213959745856
190,2025-06-12 08:21:52+00:00,0,295,151,19624,181074,3.585184217775171
191,2025-06-07 21:56:43+00:00,0,73,82,46157,148532,4.7658424113769895
192,2025-06-09 16:38:46+00:00,0,8069,46,15406,153564,4.136126096237056
193,2025-06-18 20:47:01+00:00,0,17206,4,777,117316,5.414365564910703
194,2025-06-21 19:02:22+00:00,0,13762,348,5722,30122,4.051958845725663
195,2025-06-08 11:25:31+00:00,0,27359,6,574,167773,4.256179924807906
196,2025-06-07 14:03:16+00:00,0,22648,326,47553,163779,4.998697656523213
197,2025-06-08 12:39:54+00:00,0,20686,27,44071,115945,4.298780886070615
198,2025-06-15 09:59:18+00:00,0,15396,57,46415,103406,4.5043548807492755
199,2025-06-13 17:35:25+00:00,0,22378,30,7213,161312,4.3342796761761475
200,2025-06-18 16:15:10+00:00,0,19435,149,96449,109851,5.523498839887812
201,2025-06-20 18:50:17+00:00,0,9749,280,98650,85870,3.388787361585474
202,2025-06-17 18:57:35+00:00,0,23841,29,4031,6192,2.8986705607108596
203,2025-06-18 11:41:45+00:00,0,5767,149,10925,72069,3.8344938029189084
204,2025-06-21 17:51:13+00:00,0,16818,46,99586,146021,5.121401174412632
205,2025-06-17 21:57:40+00:00,0,1433,195,95696,168511,3.481547734315814
206,2025-06-11 07:42:46+00:00,0,25984,225,30364,48468,3.5473158897921495
207,2025-06-06 10:34:28+00:00,0,8275,10,23105,177680,4.1535564218539465
208,2025-06-11 15:59:29+00:00,0,7186,8,36965,16878,3.8701588013294472
209,2025-06-15 17:05:49+00:00,0,16517,156,1680,2020,4.368307962532944
210,2025-06-20 21:10:32+00:00,0,2326,243,96709,39475,4.187531276948218
211,2025-06-13 10:14:39+00:00,0,14391,308,29906,37950,3.6141559079179997
212,2025-06-21 16:29:51+00:00,0,13130,144,20515,12944,3.749974553473747
213,2025-06-05 11:34:27+00:00,0,17189,11,67236,23319,2.9047128751668225
214,2025-06-07 17:46:34+00:00,0,15876,46,48045,75163,4.034594557816327
215,2025-06-21 17:30:07+00:00,0,5525,144,44319,98728,3.944877342299093
216,2025-06-02 18:30:57+00:00,0,29822,90,12642,94685,3.331489969237335
217,2025-06-20 22:54:29+00:00,0,33409,19,46149,1986,4.109725664260403
218,2025-06-02 16:35:10+00:00,0,29892,144,32711,18845,3.945264339207948
219,2025-06-04 10:33:29+00:00,0,20026,345,65777,167945,3.7376696182833684
220,2025-06-06 11:51:20+00:00,0,25701,27,30737,166464,3.4898185733156835
221,2025-06-18 05:03:48+00:00,0,16436,90,841,57086,5.347012288086795
222,2025-06-05 19:32:01+00:00,0,10714,8,53150,155634,4.745975062579112
223,2025-06-12 17:53:06+00:00,0,16453,29,13383,134385,5.575380759851677
224,2025-06-13 07:49:00+00:00,0,9625,13,88136,57099,3.510350695558678
225,2025-06-18 07:12:40+00:00,0,1243,247,23090,116824,4.579544638349119
226,2025-06-07 19:20:20+00:00,0,23843,29,78681,151896,5.901266279189834
227,2025-06-03 05:12:47+00:00,0,11615,57,44117,176564,4.1705337005796475
228,2025-06-09 02:41:56+00:00,0,29747,47,69746,39944,2.749192144433385
229,2025-06-18 21:18:22+00:00,0,27413,415,12558,101187,6.331733139870081
230,2025-06-11 18:18:07+00:00,0,2577,30,13708,25634,3.6735119769828146
231,2025-06-10 18:43:54+00:00,0,27064,415,9449,185119,5.353326249578836
232,2025-06-12 10:23:27+00:00,0,9241,164,15213,117656,4.297013260346925
233,2025-06-18 03:10:02+00:00,0,11010,313,87800,148609,4.244200317766478
234,2025-06-05 11:38:23+00:00,0,9559,89,44780,921,3.4787755163075302
235,2025-06-17 14:00:38+00:00,0,7669,113,9210,112631,3.9804290380922063
236,2025-06-17 09:46:05+00:00,0,383,94,36866,71309,4.535605722602182
237,2025-06-07 10:51:22+00:00,0,12117,30,77808,106295,5.1065513509260825
238,2025-06-18 23:02:57+00:00,0,29762,90,40313,13508,3.7128400915587796
239,2025-06-15 07:12:56+00:00,0,28326,90,91205,162750,4.796616650559047
240,2025-06-12 08:32:43+00:00,0,7334,25,53185,17825,4.990908663912222
241,2025-06-17 08:10:22+00:00,0,20685,27,37570,10226,3.6926224403927708
242,2025-06-15 11:14:44+00:00,0,31555,10,91638,149742,4.71240893665769
243,2025-06-12 11:54:40+00:00,0,16551,277,7982,26934,4.898884030671591
244,2025-06-06 11:32:28+00:00,0,19267,382,70104,64867,3.3575937441800234
245,2025-06-01 13:19:37+00:00,0,29061,412,27295,107719,3.9215772182329576
246,2025-06-21 17:25:06+00:00,0,1201,68,1457,32125,3.315276319154516
247,2025-06-13 18:28:46+00:00,0,21252,393,29147,17824,4.944637931589103
248,2025-06-06 22:35:15+00:00,0,6607,30,74331,124184,3.329343277894172
249,2025-06-02 19:28:55+00:00,0,30256,108,62650,291,3.4278393126085764
250,2025-06-01 19:52:56+00:00,0,15719,20,55945,129708,3.987501466604052
251,2025-06-15 15:14:41+00:00,0,26111,47,6111,169566,3.6008675767907232
252,2025-06-06 00:51:38+00:00,0,134,185,68639,130073,3.273742726309041
253,2025-06-08 06:15:26+00:00,0,17923,67,10784,156240,5.859645972487134
254,2025-06-11 11:24:45+00:00,0,21984,96,41237,145850,4.544358046591334
255,2025-06-08 09:10:56+00:00,0,14233,90,78284,33772,3.5360196074696004
256,2025-06-20 15:18:30+00:00,0,27602,334,85883,136160,4.329021349349984
257,2025-06-09 16:42:56+00:00,0,26478,443,6336,77827,4.586598800402656
258,2025-06-09 08:28:46+00:00,0,17381,4,26620,40895,4.0493471962913645
259,2025-06-18 21:42:52+00:00,0,16816,46,10427,15696,2.502255288122613
260,2025-06-02 20:44:24+00:00,0,7667,336,63027,20878,3.628598523229006
261,2025-06-13 12:04:10+00:00,0,25329,30,88530,2758,3.896706301316253
262,2025-06-20 18:22:28+00:00,0,7314,8,39285,83831,3.110845080654496
263,2025-06-13 20:34:44+00:00,0,9281,27,29918,99038,3.6709700335703683
264,2025-06-12 20:54:49+00:00,0,25469,88,4670,131675,3.9742463486082777
265,2025-06-02 09:50:12+00:00,0,9081,11,38969,155474,3.6750340472918834
266,2025-06-04 04:07:54+00:00,0,30459,10,27011,41952,5.0271645960474665
267,2025-06-12 07:50:45+00:00,0,27912,149,13438,96641,3.331489969237335
268,2025-06-15 12:55:58+00:00,0,1344,249,91832,189459,3.157000421150113
269,2025-06-06 21:34:29+00:00,0,28038,333,74056,106219,3.3207101307494686
270,2025-06-21 13:43:45+00:00,0,26654,113,22296,16718,3.838591727342263
271,2025-06-07 01:58:31+00:00,0,3826,113,75217,84306,3.839882327650464
272,2025-06-21 10:30:05+00:00,0,8243,87,16205,58423,4.271234729018849
273,2025-06-08 08:00:56+00:00,0,5448,3,79608,129096,2.761274962339508
274,2025-06-12 07:10:45+00:00,0,15732,20,16737,144402,2.1114245875328868
275,2025-06-02 21:11:04+00:00,0,3428,18,63173,55754,3.9523968995664194
276,2025-06-11 10:10:42+00:00,0,22383,30,47509,7772,4.129389903964901
277,2025-06-14 18:58:22+00:00,0,33131,234,45212,113234,4.617790217344194
278,2025-06-02 09:42:05+00:00,0,2089,145,24710,179462,2.8320361808832013
279,2025-06-21 17:41:14+00:00,0,2517,29,21323,26315,2.8326249356838407
280,2025-06-09 05:47:18+00:00,0,11230,30,8549,155429,3.7074558396868715
281,2025-06-09 06:19:01+00:00,0,10587,139,81751,185040,3.753027273937688
282,2025-06-08 11:35:07+00:00,0,4056,99,54831,95580,3.548179572010801
283,2025-06-05 21:20:43+00:00,0,15651,33,7771,127053,2.451005098112319
284,2025-06-06 11:37:16+00:00,0,19285,382,70124,7827,3.9876869093491356
285,2025-06-18 18:33:04+00:00,0,31536,90,52385,169254,5.255514244222727
286,2025-06-06 02:09:56+00:00,0,21435,10,68914,42164,3.1599747169480397
287,2025-06-16 16:58:30+00:00,0,9819,280,93719,13553,3.3456846717318967
288,2025-06-02 14:54:08+00:00,0,16131,280,41399,114360,3.861361090625918
289,2025-06-14 13:19:40+00:00,0,2850,113,51565,94041,3.576270509731282
290,2025-06-08 09:13:50+00:00,0,10570,336,79999,106573,3.727138166231027
291,2025-06-07 20:36:22+00:00,0,31555,10,42998,90475,4.017283516085639
292,2025-06-04 13:42:09+00:00,0,5519,144,15741,108174,4.781222129768451
293,2025-06-01 05:21:06+00:00,0,11906,40,52230,80859,3.892636291627956
294,2025-06-01 10:18:55+00:00,0,1413,24,45816,40569,4.027848570933736
295,2025-06-13 18:40:52+00:00,0,29030,151,4523,141676,3.3908102887756684
296,2025-06-19 08:28:30+00:00,0,17613,96,40391,110441,3.909820581872946
297,2025-06-21 19:17:18+00:00,0,13063,27,29493,135959,3.7999735016195233
298,2025-06-18 15:34:26+00:00,0,2620,30,96670,59246,6.668545859981134
299,2025-06-12 14:27:45+00:00,0,7329,221,7556,67963,4.610754564281992
300,2025-06-16 09:35:21+00:00,0,9753,280,10444,24817,2.6762154775821916
301,2025-06-02 03:50:53+00:00,0,16482,29,57644,43398,4.095843438345836
302,2025-06-07 21:56:43+00:00,0,4543,144,43060,58606,4.408911963455264
303,2025-06-11 07:15:52+00:00,0,27104,313,41205,92993,3.3541057741283047
304,2025-06-20 08:38:46+00:00,0,5015,271,10931,49857,5.105642397674591
305,2025-06-02 12:31:30+00:00,0,22263,228,60534,75990,3.4515735889872223
306,2025-06-17 04:55:53+00:00,0,14979,329,37076,54255,3.6125382208572137
307,2025-06-12 08:46:59+00:00,0,10260,11,86854,72765,3.112181086197238
308,2025-06-04 06:01:23+00:00,0,20129,90,63883,18171,3.8157323451098595
309,2025-06-21 02:42:55+00:00,0,15414,57,39563,100992,4.137882864236584
310,2025-06-05 17:13:37+00:00,0,152,46,246,153869,4.796616650559047
311,2025-06-14 14:10:43+00:00,0,4615,96,53863,111551,4.844344554374829
312,2025-06-18 05:04:00+00:00,0,2575,30,13463,63257,3.5242995787961386
313,2025-06-09 07:40:28+00:00,0,23285,208,48359,11083,2.7298116928837226
314,2025-06-21 15:16:00+00:00,0,16671,366,35324,122176,3.0032042883926917
315,2025-06-06 11:39:10+00:00,0,20934,136,25500,96923,4.192378302493466
316,2025-06-02 19:27:19+00:00,0,4979,108,62637,130059,3.0291670496402285
317,2025-06-11 08:19:30+00:00,0,3167,249,24224,84412,5.05535368778452
318,2025-06-17 16:39:45+00:00,0,368,44,128,155904,2.8425810940598164
319,2025-06-16 10:43:05+00:00,0,6116,6,20011,75189,3.3645333972905638
320,2025-06-21 00:22:01+00:00,0,6613,19,46207,139915,3.6098362467734835
321,2025-06-17 14:48:25+00:00,0,24488,149,5677,140976,4.466023054577933
322,2025-06-09 21:12:41+00:00,0,7093,291,31214,49584,3.566994266123812
323,2025-06-16 13:34:12+00:00,0,2823,22,8496,30006,5.412672310785439
324,2025-06-14 09:54:01+00:00,0,2852,22,89913,140591,4.260282639765531
325,2025-06-07 11:01:34+00:00,0,25455,30,15868,149901,2.7843937676895436
326,2025-06-16 13:04:01+00:00,0,18405,164,65840,152377,3.9969154724461085
327,2025-06-06 17:19:51+00:00,0,2475,76,43897,126749,3.3816747151732915
328,2025-06-15 07:39:03+00:00,0,6354,63,27766,181978,4.017103481878653
329,2025-06-12 19:00:52+00:00,0,15915,13,23499,153400,5.0307646653914215
330,2025-06-06 19:35:06+00:00,0,18751,27,73250,58713,3.18179681662678
331,2025-06-19 10:47:03+00:00,0,27675,163,37562,100556,3.66842161221154
332,2025-06-15 10:50:58+00:00,0,13130,144,8577,167664,4.123093975508087
333,2025-06-02 13:59:12+00:00,0,25713,27,60904,172032,4.2110900227464905
334,2025-06-21 17:26:39+00:00,0,16637,366,101034,143953,3.188416617383492
335,2025-06-21 15:40:27+00:00,0,5511,144,34847,115459,4.934833580679974
336,2025-06-15 20:35:00+00:00,0,15197,163,21705,11085,2.9041650800285006
337,2025-06-19 05:08:23+00:00,0,4957,96,91715,167827,3.66791114767774
338,2025-06-19 18:58:04+00:00,0,2800,22,89672,154575,4.002594703612533
339,2025-06-05 23:10:05+00:00,0,8993,79,68272,120098,3.2816628129669656
340,2025-06-03 11:00:19+00:00,0,9105,11,41699,115836,3.572345637857985
341,2025-06-04 06:47:47+00:00,0,9309,117,28037,173314,3.940416079929364
342,2025-06-20 13:31:55+00:00,0,309,148,99061,155697,4.074311908471865
343,2025-06-02 17:52:05+00:00,0,54,62,44885,125849,4.600459106257972
344,2025-06-06 17:04:12+00:00,0,5055,280,71797,93251,1.8531680973566984
