brand,model,title,image_path,resolution
Ferrari,296,2024 Ferrari 296 Challenge,ferrari_dataset/ferrari_images/296/2024_Ferrari_296_Challenge_1.jpg,3840x2160
Ferrari,296,2024 Ferrari 296 Challenge,ferrari_dataset/ferrari_images/296/2024_Ferrari_296_Challenge_2.jpg,3840x2160
Ferrari,296,2024 Ferrari 296 Challenge,ferrari_dataset/ferrari_images/296/2024_Ferrari_296_Challenge_3.jpg,3840x2160
Ferrari,296,2024 Ferrari 296 Challenge,ferrari_dataset/ferrari_images/296/2024_Ferrari_296_Challenge_4.jpg,3840x2160
Ferrari,296,2024 Ferrari 296 Challenge,ferrari_dataset/ferrari_images/296/2024_Ferrari_296_Challenge_5.jpg,3840x2160
Ferrari,296,2024 Ferrari 296 Challenge,ferrari_dataset/ferrari_images/296/2024_Ferrari_296_Challenge_6.jpg,3840x2160
Ferrari,296,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/296/2023_Novitec_Ferrari_296_GTB_1.jpg,3840x2160
Ferrari,296,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/296/2023_Novitec_Ferrari_296_GTB_2.jpg,3840x2160
Ferrari,296,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/296/2023_Novitec_Ferrari_296_GTB_3.jpg,3840x2160
Ferrari,296,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/296/2023_Novitec_Ferrari_296_GTB_4.jpg,3840x2160
Ferrari,296,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/296/2023_Novitec_Ferrari_296_GTB_5.jpg,3840x2160
Ferrari,296,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/296/2023_Novitec_Ferrari_296_GTB_6.jpg,3840x2160
Ferrari,296,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/296/2023_Novitec_Ferrari_296_GTB_7.jpg,3840x2160
Ferrari,355,2024 Evoluto 355,ferrari_dataset/ferrari_images/355/2024_Evoluto_355_1.jpg,3840x2160
Ferrari,355,2024 Evoluto 355,ferrari_dataset/ferrari_images/355/2024_Evoluto_355_2.jpg,3840x2160
Ferrari,355,2024 Evoluto 355,ferrari_dataset/ferrari_images/355/2024_Evoluto_355_3.jpg,3840x2160
Ferrari,355,2024 Evoluto 355,ferrari_dataset/ferrari_images/355/2024_Evoluto_355_4.jpg,3840x2160
Ferrari,355,2024 Evoluto 355,ferrari_dataset/ferrari_images/355/2024_Evoluto_355_5.jpg,3840x2160
Ferrari,355,2024 Evoluto 355,ferrari_dataset/ferrari_images/355/2024_Evoluto_355_6.jpg,3840x2160
Ferrari,355,2024 Evoluto 355,ferrari_dataset/ferrari_images/355/2024_Evoluto_355_7.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 S,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_S_1.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 S,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_S_2.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 S,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_S_3.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 S,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_S_4.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 S,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_S_5.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 S,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_S_6.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 S,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_S_7.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 M,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_M_1.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 M,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_M_2.jpg,3840x2160
Ferrari,512,1970 Ferrari 512 M,ferrari_dataset/ferrari_images/512/1970_Ferrari_512_M_3.jpg,3840x2160
Ferrari,812,2023 Ferrari 812 Competizione Tailor Made,ferrari_dataset/ferrari_images/812/2023_Ferrari_812_Competizione_Tailor_Made_1.jpg,3840x2160
Ferrari,812,2023 Ferrari 812 Competizione Tailor Made,ferrari_dataset/ferrari_images/812/2023_Ferrari_812_Competizione_Tailor_Made_2.jpg,3840x2160
Ferrari,812,2023 Ferrari 812 Competizione Tailor Made,ferrari_dataset/ferrari_images/812/2023_Ferrari_812_Competizione_Tailor_Made_3.jpg,3840x2160
Ferrari,812,2023 Ferrari 812 Competizione Tailor Made,ferrari_dataset/ferrari_images/812/2023_Ferrari_812_Competizione_Tailor_Made_4.jpg,3840x2160
Ferrari,812,2023 Ferrari 812 Competizione Tailor Made,ferrari_dataset/ferrari_images/812/2023_Ferrari_812_Competizione_Tailor_Made_5.jpg,3840x2160
Ferrari,812,2023 Ferrari 812 Competizione Tailor Made,ferrari_dataset/ferrari_images/812/2023_Ferrari_812_Competizione_Tailor_Made_6.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_1.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_2.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_3.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_4.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_5.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_6.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_7.jpg,3840x2160
Ferrari,Concepts,2022 Ferrari Vision Gran Turismo Concept,ferrari_dataset/ferrari_images/concepts/2022_Ferrari_Vision_Gran_Turismo_Concept_8.jpg,3840x2160
Ferrari,Custom,2024 Ferrari SP-8,ferrari_dataset/ferrari_images/custom/2024_Ferrari_SP-8_1.jpg,3840x2160
Ferrari,Custom,2024 Ferrari SP-8,ferrari_dataset/ferrari_images/custom/2024_Ferrari_SP-8_2.jpg,3840x2160
Ferrari,Custom,2024 Ferrari SP-8,ferrari_dataset/ferrari_images/custom/2024_Ferrari_SP-8_3.jpg,3840x2160
Ferrari,Custom,2024 Ferrari SP-8,ferrari_dataset/ferrari_images/custom/2024_Ferrari_SP-8_4.jpg,3840x2160
Ferrari,Custom,2024 Ferrari SP-8,ferrari_dataset/ferrari_images/custom/2024_Ferrari_SP-8_5.jpg,3840x2160
Ferrari,Custom,2023 Ferrari KC23,ferrari_dataset/ferrari_images/custom/2023_Ferrari_KC23_1.jpg,3840x2160
Ferrari,Custom,2023 Ferrari KC23,ferrari_dataset/ferrari_images/custom/2023_Ferrari_KC23_2.jpg,3840x2160
Ferrari,Custom,2023 Ferrari KC23,ferrari_dataset/ferrari_images/custom/2023_Ferrari_KC23_3.jpg,3840x2160
Ferrari,Custom,2023 Ferrari KC23,ferrari_dataset/ferrari_images/custom/2023_Ferrari_KC23_4.jpg,3840x2160
Ferrari,Custom,2023 Ferrari KC23,ferrari_dataset/ferrari_images/custom/2023_Ferrari_KC23_5.jpg,3840x2160
Ferrari,Custom,2023 Ferrari KC23,ferrari_dataset/ferrari_images/custom/2023_Ferrari_KC23_6.jpg,3840x2160
Ferrari,Endurance Racing,2025 Ferrari 499P,ferrari_dataset/ferrari_images/endurance_racing/2025_Ferrari_499P_1.jpg,3840x2160
Ferrari,Endurance Racing,2025 Ferrari 499P,ferrari_dataset/ferrari_images/endurance_racing/2025_Ferrari_499P_2.jpg,3840x2160
Ferrari,Endurance Racing,2025 Ferrari 499P,ferrari_dataset/ferrari_images/endurance_racing/2025_Ferrari_499P_3.jpg,3840x2160
Ferrari,Endurance Racing,2025 Ferrari 499P,ferrari_dataset/ferrari_images/endurance_racing/2025_Ferrari_499P_4.jpg,3840x2160
Ferrari,Endurance Racing,2024 Ferrari 499P Modificata,ferrari_dataset/ferrari_images/endurance_racing/2024_Ferrari_499P_Modificata_1.jpg,3840x2160
Ferrari,Endurance Racing,2024 Ferrari 499P Modificata,ferrari_dataset/ferrari_images/endurance_racing/2024_Ferrari_499P_Modificata_2.jpg,3840x2160
Ferrari,Endurance Racing,2024 Ferrari 499P Modificata,ferrari_dataset/ferrari_images/endurance_racing/2024_Ferrari_499P_Modificata_3.jpg,3840x2160
Ferrari,Endurance Racing,2024 Ferrari 499P Modificata,ferrari_dataset/ferrari_images/endurance_racing/2024_Ferrari_499P_Modificata_4.jpg,3840x2160
Ferrari,Endurance Racing,2024 Ferrari 499P Modificata,ferrari_dataset/ferrari_images/endurance_racing/2024_Ferrari_499P_Modificata_5.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_1.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_2.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_3.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_4.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_5.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_6.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_7.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_8.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_9.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_10.jpg,3840x2160
Ferrari,F80,2025 Ferrari F80,ferrari_dataset/ferrari_images/f80/2025_Ferrari_F80_11.jpg,3840x2160
Ferrari,Formula 1,2025 Ferrari SF-25,ferrari_dataset/ferrari_images/formula_1/2025_Ferrari_SF-25_1.jpg,3840x2160
Ferrari,Formula 1,2025 Ferrari SF-25,ferrari_dataset/ferrari_images/formula_1/2025_Ferrari_SF-25_2.jpg,3840x2160
Ferrari,Formula 1,2025 Ferrari SF-25,ferrari_dataset/ferrari_images/formula_1/2025_Ferrari_SF-25_3.jpg,3840x2160
Ferrari,Formula 1,2025 Ferrari SF-25,ferrari_dataset/ferrari_images/formula_1/2025_Ferrari_SF-25_4.jpg,3840x2160
Ferrari,Formula 1,2025 Ferrari SF-25,ferrari_dataset/ferrari_images/formula_1/2025_Ferrari_SF-25_5.jpg,3840x2160
Ferrari,Formula 1,2025 Ferrari SF-25,ferrari_dataset/ferrari_images/formula_1/2025_Ferrari_SF-25_6.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_1.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_2.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_3.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_4.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_5.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_6.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_7.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_8.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_9.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_10.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_11.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_12.jpg,3840x2160
Ferrari,Formula 1,2024 Ferrari SF-24,ferrari_dataset/ferrari_images/formula_1/2024_Ferrari_SF-24_13.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_1.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_2.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_3.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_4.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_5.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_6.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_7.jpg,3840x2160
Ferrari,Formula 1,2023 Ferrari SF-23,ferrari_dataset/ferrari_images/formula_1/2023_Ferrari_SF-23_8.jpg,3840x2160
Ferrari,Novitec,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/novitec/2025_Novitec_Ferrari_SF90_XX_Stradale_1.jpg,3840x2160
Ferrari,Novitec,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/novitec/2025_Novitec_Ferrari_SF90_XX_Stradale_2.jpg,3840x2160
Ferrari,Novitec,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/novitec/2025_Novitec_Ferrari_SF90_XX_Stradale_3.jpg,3840x2160
Ferrari,Novitec,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/novitec/2025_Novitec_Ferrari_SF90_XX_Stradale_4.jpg,3840x2160
Ferrari,Novitec,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/novitec/2025_Novitec_Ferrari_SF90_XX_Stradale_5.jpg,3840x2160
Ferrari,Novitec,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/novitec/2025_Novitec_Ferrari_SF90_XX_Stradale_6.jpg,3840x2160
Ferrari,Novitec,2024 Novitec Ferrari 296 GTB N-Largo,ferrari_dataset/ferrari_images/novitec/2024_Novitec_Ferrari_296_GTB_N-Largo_1.jpg,3840x2160
Ferrari,Novitec,2024 Novitec Ferrari 296 GTB N-Largo,ferrari_dataset/ferrari_images/novitec/2024_Novitec_Ferrari_296_GTB_N-Largo_2.jpg,3840x2160
Ferrari,Novitec,2024 Novitec Ferrari 296 GTB N-Largo,ferrari_dataset/ferrari_images/novitec/2024_Novitec_Ferrari_296_GTB_N-Largo_3.jpg,3840x2160
Ferrari,Novitec,2024 Novitec Ferrari 296 GTB N-Largo,ferrari_dataset/ferrari_images/novitec/2024_Novitec_Ferrari_296_GTB_N-Largo_4.jpg,3840x2160
Ferrari,Novitec,2024 Novitec Ferrari 296 GTB N-Largo,ferrari_dataset/ferrari_images/novitec/2024_Novitec_Ferrari_296_GTB_N-Largo_5.jpg,3840x2160
Ferrari,Novitec,2024 Novitec Ferrari 296 GTB N-Largo,ferrari_dataset/ferrari_images/novitec/2024_Novitec_Ferrari_296_GTB_N-Largo_6.jpg,3840x2160
Ferrari,Novitec,2024 Novitec Ferrari 296 GTB N-Largo,ferrari_dataset/ferrari_images/novitec/2024_Novitec_Ferrari_296_GTB_N-Largo_7.jpg,3840x2160
Ferrari,Novitec,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/novitec/2023_Novitec_Ferrari_296_GTB_1.jpg,3840x2160
Ferrari,Novitec,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/novitec/2023_Novitec_Ferrari_296_GTB_2.jpg,3840x2160
Ferrari,Novitec,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/novitec/2023_Novitec_Ferrari_296_GTB_3.jpg,3840x2160
Ferrari,Novitec,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/novitec/2023_Novitec_Ferrari_296_GTB_4.jpg,3840x2160
Ferrari,Novitec,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/novitec/2023_Novitec_Ferrari_296_GTB_5.jpg,3840x2160
Ferrari,Novitec,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/novitec/2023_Novitec_Ferrari_296_GTB_6.jpg,3840x2160
Ferrari,Novitec,2023 Novitec Ferrari 296 GTB,ferrari_dataset/ferrari_images/novitec/2023_Novitec_Ferrari_296_GTB_7.jpg,3840x2160
Ferrari,Roma,2024 Ferrari Roma Spider,ferrari_dataset/ferrari_images/roma/2024_Ferrari_Roma_Spider_1.jpg,3840x2160
Ferrari,Roma,2024 Ferrari Roma Spider,ferrari_dataset/ferrari_images/roma/2024_Ferrari_Roma_Spider_2.jpg,3840x2160
Ferrari,Roma,2024 Ferrari Roma Spider,ferrari_dataset/ferrari_images/roma/2024_Ferrari_Roma_Spider_3.jpg,3840x2160
Ferrari,Roma,2024 Ferrari Roma Spider,ferrari_dataset/ferrari_images/roma/2024_Ferrari_Roma_Spider_4.jpg,3840x2160
Ferrari,Roma,2024 Ferrari Roma Spider,ferrari_dataset/ferrari_images/roma/2024_Ferrari_Roma_Spider_5.jpg,3840x2160
Ferrari,Roma,2024 Ferrari Roma Spider,ferrari_dataset/ferrari_images/roma/2024_Ferrari_Roma_Spider_6.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_1.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_2.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_3.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_4.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_5.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_6.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_7.jpg,3840x2160
Ferrari,Roma,2023 Ferrari Roma Tailor Made China,ferrari_dataset/ferrari_images/roma/2023_Ferrari_Roma_Tailor_Made_China_8.jpg,3840x2160
Ferrari,Roma,2020 Ferrari Roma,ferrari_dataset/ferrari_images/roma/2020_Ferrari_Roma_1.jpg,3840x2160
Ferrari,Roma,2020 Ferrari Roma,ferrari_dataset/ferrari_images/roma/2020_Ferrari_Roma_2.jpg,3840x2160
Ferrari,SF90,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2025_Novitec_Ferrari_SF90_XX_Stradale_1.jpg,3840x2160
Ferrari,SF90,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2025_Novitec_Ferrari_SF90_XX_Stradale_2.jpg,3840x2160
Ferrari,SF90,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2025_Novitec_Ferrari_SF90_XX_Stradale_3.jpg,3840x2160
Ferrari,SF90,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2025_Novitec_Ferrari_SF90_XX_Stradale_4.jpg,3840x2160
Ferrari,SF90,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2025_Novitec_Ferrari_SF90_XX_Stradale_5.jpg,3840x2160
Ferrari,SF90,2025 Novitec Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2025_Novitec_Ferrari_SF90_XX_Stradale_6.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_1.jpg,3840x2160
