,show_id,title,cast,release_year,rating,genres,description,popularity,vote_count,vote_average,Action & Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Kids,Mystery,News,Reality,Sci-Fi & Fantasy,Soap,Talk,Unknown,War & Politics,Western,country_China,country_India,country_Japan,country_Other,country_Philippines,country_South Korea,country_Thailand,country_Turkey,country_United Kingdom,country_United States of America,language_ar,language_en,language_es,language_fr,language_hi,language_ja,language_ko,language_tl,language_tr,language_zh,sbert_input
10,33581,Pyaar Kii Ye Ek Kahaani,"Vivian Dsena, Sukirti Kandpal, Priya Wal, Kishwer Merchant, Naved Aslam",0.9925925925925926,1.4002620194762854,"['Mystery', 'Drama', 'Soap']","This supernatural series narrates the story of a vampire, Abhay who falls in love with Piya, a human and how they reunite despite all odds.",2.403292154425545,-0.19859692183275296,1.4002620194762854,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,"Title: Pyaar Kii Ye Ek Kahaani. Genre: Mystery, Drama, Soap. Description: This supernatural series narrates the story of a vampire, Abhay who falls in love with Piya, a human and how they reunite despite all odds."
11,31917,Pretty Little Liars,"Lucy Hale, Troian Bellisario, Ashley Benson, Shay Mitchell, Sasha Pieterse",0.9925925925925926,0.6884575758771064,"['Drama', 'Mystery']","Based on the Pretty Little Liars series of young adult novels by Sara Shepard, the series follows the lives of four girls — Spencer, Hanna, Aria, and Emily — whose clique falls apart after the disappearance of their queen bee, Alison. One year later, they begin receiving messages from someone using the name ""A"" who threatens to expose their secrets — including long-hidden ones they thought only Alison knew.",2.2819392236842337,3.624978244644837,0.6884575758771064,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,"Title: Pretty Little Liars. Genre: Drama, Mystery. Description: Based on the Pretty Little Liars series of young adult novels by Sara Shepard, the series follows the lives of four girls — Spencer, Hanna, Aria, and Emily — whose clique falls apart after the disappearance of their queen bee, Alison. One year later, they begin receiving messages from someone using the name ""A"" who threatens to expose their secrets — including long-hidden ones they thought only Alison knew."
12,32692,Blue Bloods,"Tom Selleck, Donnie Wahlberg, Bridget Moynahan, Will Estes, Len Cariou",0.9925925925925926,0.6172771315171884,"['Crime', 'Drama']","A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",2.0832025315923204,1.1141252047462376,0.6172771315171884,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,"Title: Blue Bloods. Genre: Crime, Drama. Description: A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief."
13,32390,The Real Housewives of Beverly Hills,"Kyle Richards, Erika Jayne, Dorit Kemsley, Garcelle Beauvais, Sutton Stracke",0.9925925925925926,0.08342379881780426,['Reality'],A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.,3.165106727553861,-0.06224788327095727,0.08342379881780426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Title: The Real Housewives of Beverly Hills. Genre: Reality. Description: A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.
14,32651,Interns,"Ivan Okhlobystin, Ilya Glinnikov, Aleksandr Ilyin Jr, Vadim Demchog, Svetlana Permyakova",0.9925925925925926,0.33255535407751696,['Comedy'],Witness the life of four young medical interns who experience various hilarious situations every day with their mentor and the hospital staff.,1.9076929697662115,-0.05064370977633636,0.33255535407751696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Title: Interns. Genre: Comedy. Description: Witness the life of four young medical interns who experience various hilarious situations every day with their mentor and the hospital staff.
15,46296,Spartacus,"Liam McIntyre, Manu Bennett, Dustin Clare, Cynthia Addai-Robinson, Jaime Murray",0.9925925925925926,0.6934402069823005,['Drama'],"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",1.8191121784455284,3.549551116929801,0.6934402069823005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,"Title: Spartacus. Genre: Drama. Description: Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment."
16,124864,A Masterpiece in 100 Minutes,"Michiko Abe, Hikaru Ijūin",0.9925925925925926,-2.158760198519609,"['Talk', 'Documentary']","This program aims to decipher a challenging classic literary work over the course of four episodes lasting for a total of 100 minutes. Alongside clear explanations from skillful presenters, it utilizes animation, visual imagery, and readings to delve into the profound world of these renowned pieces.",1.9241496386566646,-0.20004744351958056,-2.158760198519609,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Title: A Masterpiece in 100 Minutes. Genre: Talk, Documentary. Description: This program aims to decipher a challenging classic literary work over the course of four episodes lasting for a total of 100 minutes. Alongside clear explanations from skillful presenters, it utilizes animation, visual imagery, and readings to delve into the profound world of these renowned pieces."
17,31991,WWE NXT,,0.9925925925925926,0.26137490971759897,"['Action & Adventure', 'Drama']",Wrestlers will portray heroes or villains as they follow a series of events that build tension and culminate in a wrestling match or series of matches.,2.6572585851403723,-0.03468797122123261,0.26137490971759897,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,"Title: WWE NXT. Genre: Action & Adventure, Drama. Description: Wrestlers will portray heroes or villains as they follow a series of events that build tension and culminate in a wrestling match or series of matches."
18,214252,All My Love For You,"Kim Kap-soo, Park Mi-sun, Kim Yeong-ok, Yoon Seung-ah, Jo Kwon",0.9925925925925926,-2.158760198519609,['Comedy'],"This series is directed by: Hwang Kyo Jin. The story of the relationship between two families, based on the traditional Korean Cinderella folktale about Kongji and Patji. The Kongji family is poor but kind, while the Patji family is rich but selfish.",1.750405056334036,-0.20004744351958056,-2.158760198519609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"Title: All My Love For You. Genre: Comedy. Description: This series is directed by: Hwang Kyo Jin. The story of the relationship between two families, based on the traditional Korean Cinderella folktale about Kongji and Patji. The Kongji family is poor but kind, while the Patji family is rich but selfish."
19,66774,Epic Rap Battles of History,,0.9925925925925926,0.446088162831586,['Comedy'],"Pitting notable historical and pop culture figures, real and fictional, against one another in a rap battle format.",1.9219963636624182,-0.14782866279378648,0.446088162831586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,"Title: Epic Rap Battles of History. Genre: Comedy. Description: Pitting notable historical and pop culture figures, real and fictional, against one another in a rap battle format."
20,35331,Good Game: Spawn Point,"Angharad Yeo, Gemma Driscoll",0.9925925925925926,-0.379249089521662,"['Kids', 'News']","Hosted by passionate gamers Hex (Stephanie Bendixsen) and Bajo (Steven  O'Donnell) and not so nice Robot, Darren (Data Analysing Robot for the  Ruthless Extermination of Noobs), Good Game: SP will be the show for  younger gamers by gamers.",2.606194198145672,-0.19859692183275296,-0.379249089521662,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"Title: Good Game: Spawn Point. Genre: Kids, News. Description: Hosted by passionate gamers Hex (Stephanie Bendixsen) and Bajo (Steven  O'Donnell) and not so nice Robot, Darren (Data Analysing Robot for the  Ruthless Extermination of Noobs), Good Game: SP will be the show for  younger gamers by gamers."
21,15260,Adventure Time,"Jeremy Shada, John DiMaggio, Tom Kenny, Hynden Walch, Olivia Olson",0.9925925925925926,0.8664086867769011,"['Animation', 'Comedy', 'Sci-Fi & Fantasy']","Unlikely heroes Finn and Jake are buddies who traverse the mystical Land of Ooo. The best of friends, our heroes always find themselves in the middle of escapades. Finn and Jake depend on each other through thick and thin.",1.6640128395976685,3.8991268434552557,0.8664086867769011,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,"Title: Adventure Time. Genre: Animation, Comedy, Sci-Fi & Fantasy. Description: Unlikely heroes Finn and Jake are buddies who traverse the mystical Land of Ooo. The best of friends, our heroes always find themselves in the middle of escapades. Finn and Jake depend on each other through thick and thin."
22,46182,Ti Ti Ti,"Murilo Benício, Alexandre Borges, Cláudia Raia, Isis Valverde, Caio Castro",0.9925925925925926,0.47491624279735284,['Soap'],"This series is directed by: Ary Coslov, Maria de Médicis, Marcelo Zambelli, Jorge Fernando. Brazilian telenovela based on the 1985 telenovela of the same name.",1.4974340740591716,-0.17538857484351114,0.47491624279735284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Title: Ti Ti Ti. Genre: Soap. Description: This series is directed by: Ary Coslov, Maria de Médicis, Marcelo Zambelli, Jorge Fernando. Brazilian telenovela based on the 1985 telenovela of the same name."
23,42042,Kaeloo,"Rémi Chapotot, Dorothée Pousséo, Emmanuel Garijo, Féodor Atkine, Philippe Spiteri",0.9925925925925926,0.8664086867769011,"['Animation', 'Family', 'Kids', 'Comedy']","In the Super Cute Country, a happy band of animals invents lots of games to avoid boredom.",1.3630767743362158,-0.19424535677227012,0.8664086867769011,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Title: Kaeloo. Genre: Animation, Family, Kids, Comedy. Description: In the Super Cute Country, a happy band of animals invents lots of games to avoid boredom."
24,33765,My Little Pony: Friendship Is Magic,"Tara Strong, Andrea Libman, Ashleigh Ball, Tabitha St. Germain, Cathy Weseluck",0.9925925925925926,0.7240477980570652,"['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Kids']","Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",1.1377453710858567,0.7529453047261616,0.7240477980570652,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,"Title: My Little Pony: Friendship Is Magic. Genre: Animation, Comedy, Sci-Fi & Fantasy, Kids. Description: Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship."
25,46222,My Husband is a Cartoonist,"Nao Matsushita, Osamu Mukai, Yoko Nogiwa, Ren Osugi, Yuko Kotegawa",0.9925925925925926,0.8308184645969423,['Drama'],"The 82nd NHK Asadora is Gegege no Nyobo. The story is based on a 2008 autobiography by Mura Nunoe, the wife of Gegege no Kitaro mangaka Mizuki Shigeru. The story revolves around the life of the married couple, told from the perspective of Mura. --Tokyograph",1.2671889678711228,-0.18989379171178727,0.8308184645969423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Title: My Husband is a Cartoonist. Genre: Drama. Description: The 82nd NHK Asadora is Gegege no Nyobo. The story is based on a 2008 autobiography by Mura Nunoe, the wife of Gegege no Kitaro mangaka Mizuki Shigeru. The story revolves around the life of the married couple, told from the perspective of Mura. --Tokyograph"
26,32778,Timeless Love,"Silvia Navarro, Juan Soler, Rocío Banquells, Julieta Rosen, Lisardo Guarinos",0.9925925925925926,0.5105064649773117,['Drama'],"Cuando me enamoro, se detiene el tiempo is a Mexican Spanish-language telenovela produced by Carlos Moreno Laguillo and Televisa. It is a remake of the 1998 Televisa telenovela La mentira.

Silvia Navarro, Juan Soler and Jessica Coch are stars, with the participations of Rocío Banquells and Lisardo Guarinos as the main villains, the stellar participations of René Casados, Julieta Rosen, José Ron, and the special participation of Sebastián Zurita.

Univision promoted Cuando me enamoro for the United States audience, with the first promo shown on March 30, and was initially scheduled to air at 8pm central. A second promo confirmed an April 19 airing at 7pm central. The third promo aired on April 5, confirming a 7pm/6pm central on Univision, and aired from April 20, 2011 to January 6, 2012.",1.4147624341161413,0.21480175891311695,0.5105064649773117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Title: Timeless Love. Genre: Drama. Description: Cuando me enamoro, se detiene el tiempo is a Mexican Spanish-language telenovela produced by Carlos Moreno Laguillo and Televisa. It is a remake of the 1998 Televisa telenovela La mentira.

Silvia Navarro, Juan Soler and Jessica Coch are stars, with the participations of Rocío Banquells and Lisardo Guarinos as the main villains, the stellar participations of René Casados, Julieta Rosen, José Ron, and the special participation of Sebastián Zurita.

Univision promoted Cuando me enamoro for the United States audience, with the first promo shown on March 30, and was initially scheduled to air at 8pm central. A second promo confirmed an April 19 airing at 7pm central. The third promo aired on April 5, confirming a 7pm/6pm central on Univision, and aired from April 20, 2011 to January 6, 2012."
27,60006,Hello Counselor,"Lee Young-ja, Jung Chan-woo, Kim Tae-Kyun, Gong Seung-yeon, Shin Dong-yup",0.9925925925925926,0.7952282424169835,['Reality'],"A talk show with an emphasis on regular people, regardless of age or gender, that aims to help take down communication barriers by sharing stories about life.",1.3732783558663335,-0.19569587845909772,0.7952282424169835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"Title: Hello Counselor. Genre: Reality. Description: A talk show with an emphasis on regular people, regardless of age or gender, that aims to help take down communication barriers by sharing stories about life."
28,15842,El Clon,"Mauricio Ochmann, Sandra Echeverría, Luz Stella Luengas, Lucy Martínez, Roberto Moll",0.9925925925925926,0.6215479581787837,['Drama'],"Lucas falls for a young Arab girl named Jade. She is caught between modern values and her Islamic upbringing. They separate and two decades pass. Then a strange turn of luck brings the pair together. Then Jade meets a clone, who is just like Lucas, but twenty years younger. She must choose between the man she loved and the memory she cherishes.",1.1768361371289449,0.6006405276092622,0.6215479581787837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,"Title: El Clon. Genre: Drama. Description: Lucas falls for a young Arab girl named Jade. She is caught between modern values and her Islamic upbringing. They separate and two decades pass. Then a strange turn of luck brings the pair together. Then Jade meets a clone, who is just like Lucas, but twenty years younger. She must choose between the man she loved and the memory she cherishes."
29,18059,Rubi,"Angelica Panganiban, Jake Cuenca, Shaina Magdayao, Diether Ocampo, Cherry Pie Picache",0.9925925925925926,-2.158760198519609,['Drama'],"This series is directed by: Manny Palo, Erick C. Salud, Darnel Joy Villaflor, Don Cuaresma. Rubi was a television series in the Philippines that is a remake of Televisa's Rubí and produced by ABS-CBN which premiered February 15, 2010.",1.1054321263361344,-0.20004744351958056,-2.158760198519609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"Title: Rubi. Genre: Drama. Description: This series is directed by: Manny Palo, Erick C. Salud, Darnel Joy Villaflor, Don Cuaresma. Rubi was a television series in the Philippines that is a remake of Televisa's Rubí and produced by ABS-CBN which premiered February 15, 2010."
30,229586,Word to a Woman,"Larisa Savankova, Irina Sotikova, Anastasiya Dyukova, Anna Aref'eva, Aleksandr Peskov",0.9925925925925926,-2.158760198519609,['Drama'],"Valentina, Anastasia, Polina and Rita are women from four different generations. Each of them solves their life problems in their own way, seeks love, builds a career, struggles with disappointments and learns to be happy despite the difficulties they have to overcome. They are united by friendship, work and problems that are close to any woman.",1.2276746067471993,-0.20004744351958056,-2.158760198519609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Title: Word to a Woman. Genre: Drama. Description: Valentina, Anastasia, Polina and Rita are women from four different generations. Each of them solves their life problems in their own way, seeks love, builds a career, struggles with disappointments and learns to be happy despite the difficulties they have to overcome. They are united by friendship, work and problems that are close to any woman."
31,45817,Passione,"Tony Ramos, Mariana Ximenes, Fernanda Montenegro, Reynaldo Gianecchini, Aracy Balabanian",0.9925925925925926,0.15460424317772223,['Soap'],"This series is directed by: Carlos Araújo, André Câmara, Allan Fiterman, Natália Grimberg, Luiz Henrique Rios, Denise Saraceni. Passíone is a Brazilian telenovela that originally aired on Rede Globo from May 05, 2010 to January 14, 2011. Is created and written by Sílvio de Abreu.

The plot has the actors Fernanda Montenegro, Tony Ramos, Mariana Ximenes, Reynaldo Gianecchini, Carolina Dieckmann, Rodrigo Lombardi, Marcello Antony, Larissa Maciel, Werner Schünemann, Mayana Moura and Aracy Balabanian in the leading roles.

Replacing Viver a Vida, it premiered in May 05, 2010 and ended its run in January 14, 2011 consisting of 209 episodes.",1.0482962098494613,-0.1811906615908216,0.15460424317772223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Title: Passione. Genre: Soap. Description: This series is directed by: Carlos Araújo, André Câmara, Allan Fiterman, Natália Grimberg, Luiz Henrique Rios, Denise Saraceni. Passíone is a Brazilian telenovela that originally aired on Rede Globo from May 05, 2010 to January 14, 2011. Is created and written by Sílvio de Abreu.

The plot has the actors Fernanda Montenegro, Tony Ramos, Mariana Ximenes, Reynaldo Gianecchini, Carolina Dieckmann, Rodrigo Lombardi, Marcello Antony, Larissa Maciel, Werner Schünemann, Mayana Moura and Aracy Balabanian in the leading roles.

Replacing Viver a Vida, it premiered in May 05, 2010 and ended its run in January 14, 2011 consisting of 209 episodes."
32,52698,El Kebeer Awi,"Ahmed Mekky, Mohamed Sallam, Mostafa Ghareb, Rahma Ahmed Farag, Hatim Salah",0.9925925925925926,0.29696513189755813,"['Comedy', 'Family', 'Drama']","Al Kabeer seeks to find love again after his wife was gone, unaware that what he is looking for is closer than he imagines.",1.0028091580857594,-0.13332344592551035,0.29696513189755813,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,"Title: El Kebeer Awi. Genre: Comedy, Family, Drama. Description: Al Kabeer seeks to find love again after his wife was gone, unaware that what he is looking for is closer than he imagines."
33,33761,Triumph of Love,"Victoria Ruffo, Maite Perroni, William Levy, Osvaldo Ríos, Susana Diazayas",0.9925925925925926,0.5816869093372297,['Soap'],A love story between a young girl wishing to become a professional model and a rich boy who works in a fashion house and falls in love with her.,1.4772215287853119,0.46574201073429417,0.5816869093372297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Title: Triumph of Love. Genre: Soap. Description: A love story between a young girl wishing to become a professional model and a rich boy who works in a fashion house and falls in love with her.
34,94502,Chepe Fortuna,"Javier Jattin, Taliana Vargas, Pedro Palacio, Kristina Lilley, Susana Rojas",0.9925925925925926,0.1190140209977634,"['Soap', 'Comedy', 'Drama']","Chepe Fortuna and Niña Cabrales are from different social classes. Chepe is a poor fisherman and Niña is from a wealthy family. He wants to become mayor to stop her wealthy family from building a port to industrialize the town. Niña is an ecologist and dissident from her family. She wants to help the community. Their love is brought together by dreams and the past, though they do not know it.",0.8533153941409545,-0.18409170496447683,0.1190140209977634,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Title: Chepe Fortuna. Genre: Soap, Comedy, Drama. Description: Chepe Fortuna and Niña Cabrales are from different social classes. Chepe is a poor fisherman and Niña is from a wealthy family. He wants to become mayor to stop her wealthy family from building a port to industrialize the town. Niña is an ecologist and dissident from her family. She wants to help the community. Their love is brought together by dreams and the past, though they do not know it."
35,33907,Downton Abbey,"Maggie Smith, Michelle Dockery, Laura Carmichael, Joanne Froggatt, Hugh Bonneville",0.9925925925925926,0.7240477980570652,['Drama'],"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",1.077023016248111,1.3026930240338273,0.7240477980570652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,"Title: Downton Abbey. Genre: Drama. Description: A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

"
